"","Id","MSSubClass","MSZoning","LotArea","Street","LotConfig","Neighborhood","BldgType","OverallQual","YearBuilt","ExterCond","BsmtCond","CentralAir","GrLivArea","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageQual","PoolArea","SalePrice"
"251",251,30,"RL",5350,1,"Inside","Liège","1Fam",3,1940,1,3,1,1306,2,6,4,0,0,0,76500
"252",252,120,"RM",4750,1,"Inside","Anderlecht","TwnhsE",8,2006,3,3,1,1625,4,5,7,1,3,0,235000
"253",253,60,"RL",8366,1,"Inside","Kortrijk","1Fam",6,2004,3,3,1,1640,4,6,7,0,3,0,173000
"254",254,80,"RL",9350,1,"Inside","Ixelles","1Fam",6,1964,3,3,1,1302,4,7,6,0,3,0,158000
"255",255,20,"RL",8400,1,"Inside","Ixelles","1Fam",5,1957,4,3,1,1314,3,5,7,0,3,0,145000
"257",257,60,"FV",8791,1,"Inside","Ostend","1Fam",6,2003,3,3,1,1728,4,7,7,0,3,0,207500
"259",259,60,"RL",12435,1,"Inside","Schaerbeek","1Fam",7,2001,3,3,1,1792,4,7,7,1,3,0,231500
"261",261,80,"RL",19296,1,"Corner","Ixelles","1Fam",6,1962,3,3,1,1382,3,6,7,1,3,0,176000
"262",262,60,"RL",9588,1,"Inside","Schaerbeek","1Fam",8,2007,3,3,1,2574,5,10,7,1,3,0,276000
"264",264,50,"RM",5500,1,"Corner","Hasselt","1Fam",5,1929,3,3,1,1316,3,6,7,0,3,0,130000
"266",266,20,"RL",12090,1,"Inside","LaLouviere","1Fam",6,1981,4,3,1,1422,4,7,7,1,3,0,175500
"267",267,60,"RL",11207,1,"FR2","Namur","1Fam",6,1997,3,3,1,1511,3,8,7,1,3,0,185000
"268",268,75,"RL",8400,1,"Inside","Genk","1Fam",5,1939,3,3,1,2192,4,8,7,1,3,0,179500
"269",269,30,"RM",6900,1,"Inside","Leuven","1Fam",5,1940,3,3,1,778,3,4,7,1,5,0,120500
"270",270,20,"RL",7917,1,"Corner","Bruges","1Fam",6,1976,4,4,1,1113,3,6,7,1,3,0,148000
"271",271,60,"FV",10728,1,"Inside","Ostend","1Fam",8,2006,3,3,1,1939,4,8,7,1,3,0,266000
"273",273,60,"RL",11764,1,"CulDSac","Aalst","1Fam",8,1999,3,3,1,2270,4,9,7,1,3,0,290000
"274",274,20,"RL",9600,1,"Inside","Ixelles","1Fam",6,1958,3,3,1,1632,3,6,6,1,3,0,139000
"276",276,50,"RL",7264,1,"Inside","Liège","1Fam",7,1925,4,3,0,1548,5,5,7,0,3,0,205000
"277",277,20,"RL",9196,1,"Inside","Mons","1Fam",7,2003,3,3,1,1560,4,7,7,0,3,0,201000
"278",278,20,"RL",19138,1,"Corner","Namur","1Fam",4,1951,3,3,1,864,3,4,7,0,3,0,141000
"279",279,20,"RL",14450,1,"Inside","Uccle","1Fam",9,2006,3,3,1,2121,5,8,7,1,3,0,415298
"280",280,60,"RL",10005,1,"Inside","Brussels","1Fam",7,1977,3,3,1,2022,3,8,7,1,3,0,192000
"281",281,60,"RL",11287,1,"Inside","Kortrijk","1Fam",7,1989,3,3,1,1982,4,7,7,1,3,0,228500
"283",283,120,"RL",5063,1,"Inside","Uccle","Twnhs",7,2007,3,3,1,1314,4,6,7,1,3,0,207500
"285",285,120,"RL",8012,1,"Inside","Kortrijk","TwnhsE",6,1992,3,3,1,1575,4,5,7,0,3,0,179200
"286",286,160,"FV",4251,1,"Inside","Ostend","TwnhsE",7,2006,3,3,1,1250,4,5,7,0,3,0,164700
"287",287,50,"RL",9786,1,"Inside","Ixelles","1Fam",6,1962,3,3,1,1734,4,7,7,1,3,0,159000
"288",288,20,"RL",8125,1,"Corner","Ixelles","1Fam",4,1971,3,3,1,858,3,5,7,0,0,0,88000
"290",290,70,"RL",8730,1,"Inside","Liège","1Fam",6,1915,3,3,1,1396,3,7,7,0,3,0,153575
"291",291,60,"RL",15611,1,"Inside","Schaerbeek","1Fam",8,2006,3,3,1,1919,4,8,7,1,4,0,233230
"292",292,190,"RL",5687,1,"Inside","Genk","2fmCon",5,1912,2,2,0,1716,2,9,7,0,0,0,135900
"293",293,50,"RL",11409,1,"Inside","Bruges","1Fam",5,1949,3,3,1,1716,3,8,5,1,3,0,131000
"294",294,60,"RL",16659,1,"Corner","LaLouviere","1Fam",7,1977,3,3,1,2263,4,9,7,1,3,0,235000
"295",295,20,"RL",9600,1,"Inside","Ixelles","1Fam",6,1953,3,3,1,1644,3,7,7,2,3,0,167000
"296",296,80,"RL",7937,1,"CulDSac","Mons","1Fam",6,1984,3,3,1,1003,3,6,7,0,3,0,142500
"297",297,50,"RM",13710,1,"Inside","Leuven","1Fam",5,1950,3,3,1,1558,3,6,7,0,3,0,152000
"298",298,60,"FV",7399,1,"Inside","Ostend","1Fam",7,1997,3,3,1,1950,4,7,7,1,3,0,239000
"299",299,60,"RL",11700,1,"Inside","LaLouviere","1Fam",6,1968,3,3,1,1743,3,7,7,1,3,0,175000
"300",300,20,"RL",14000,1,"Inside","Anderlecht","1Fam",6,1950,4,3,1,1152,4,6,7,1,3,0,158500
"301",301,190,"RL",15750,1,"Corner","Anderlecht","2fmCon",5,1953,3,3,1,1336,3,5,7,2,3,0,157000
"302",302,60,"RL",16226,1,"Inside","Schaerbeek","1Fam",8,1998,3,3,1,2452,4,9,7,1,3,0,267000
"303",303,20,"RL",13704,1,"Corner","Schaerbeek","1Fam",7,2001,3,3,1,1541,4,6,7,1,3,0,205000
"304",304,20,"RL",9800,1,"Corner","Schaerbeek","1Fam",5,1972,3,3,1,894,3,5,7,0,3,0,149900
"305",305,75,"RM",18386,1,"Inside","Hasselt","1Fam",7,1880,3,3,1,3493,4,10,7,1,3,0,295000
"306",306,20,"RL",10386,1,"Inside","Schaerbeek","1Fam",8,2004,3,3,1,2000,4,8,7,0,3,0,305900
"307",307,60,"RL",13474,1,"Inside","Kortrijk","1Fam",7,1990,3,3,1,2243,4,8,7,1,3,0,225000
"308",308,50,"RM",7920,1,"Inside","Leuven","1Fam",6,1920,2,3,1,1406,2,6,7,0,0,0,89500
"309",309,30,"RL",12342,1,"Inside","Bruges","1Fam",4,1940,3,3,1,861,3,4,7,0,3,0,82500
"310",310,20,"RL",12378,1,"Inside","Uccle","1Fam",9,2003,3,3,1,1944,5,8,7,3,3,0,360000
"311",311,60,"RL",7685,1,"Inside","Namur","1Fam",6,1993,3,3,1,1501,4,6,7,1,3,0,165600
"312",312,20,"RL",8000,1,"Inside","Ixelles","1Fam",6,1948,4,3,1,972,3,5,7,1,3,0,132000
"313",313,190,"RM",7800,1,"Inside","Hasselt","2fmCon",5,1939,3,3,1,1118,3,5,7,1,3,0,119900
"314",314,20,"RL",215245,1,"Inside","Seraing","1Fam",7,1965,3,3,1,2036,3,8,7,2,3,0,375000
"315",315,70,"RM",9600,1,"Inside","Hasselt","1Fam",7,1925,3,4,1,1641,5,6,7,1,2,0,178000
"316",316,60,"RL",7795,1,"Inside","Namur","1Fam",7,2004,3,3,1,1432,4,6,7,1,3,0,188500
"317",317,60,"RL",13005,1,"Corner","LaLouviere","1Fam",7,1980,3,3,1,2353,5,10,7,1,3,0,260000
"318",318,60,"FV",9000,1,"Inside","Ostend","1Fam",8,2006,3,3,1,1959,4,8,7,1,3,0,270000
"319",319,60,"RL",9900,1,"Inside","Aalst","1Fam",7,1993,3,3,1,2646,4,9,7,1,3,0,260000
"320",320,80,"RL",14115,1,"Inside","LaLouviere","1Fam",7,1980,3,3,1,1472,3,6,7,2,3,0,187500
"321",321,60,"RL",16259,1,"Corner","Uccle","1Fam",9,2006,3,4,1,2596,4,9,7,0,3,0,342643
"323",323,60,"RL",10380,1,"Inside","Kortrijk","1Fam",7,1986,3,3,1,2730,4,8,7,1,3,0,301000
"324",324,20,"RM",5820,1,"Inside","Hasselt","1Fam",3,1955,4,3,1,1163,3,6,7,0,2,0,126175
"325",325,80,"RL",11275,1,"Corner","Ixelles","1Fam",7,1967,4,3,1,2978,4,11,7,1,3,0,242000
"326",326,45,"RM",5000,1,"Inside","Leuven","1Fam",5,1941,3,3,0,803,3,5,7,0,3,0,87000
"327",327,120,"RL",10846,1,"CulDSac","Roeselare","TwnhsE",8,1993,3,3,1,1719,4,6,7,2,3,0,324000
"328",328,20,"RL",11600,1,"Inside","Ixelles","1Fam",6,1960,3,3,1,1383,3,7,7,0,3,0,145250
"329",329,75,"RL",11888,1,"Inside","Liège","1Fam",6,1916,3,3,0,2134,4,10,7,0,3,0,214500
"331",331,90,"RL",10624,1,"Inside","Ixelles","Duplex",5,1964,3,3,1,1728,3,10,7,0,3,0,119000
"332",332,20,"RL",8176,1,"Inside","Ixelles","1Fam",5,1958,3,3,1,1056,3,6,7,0,3,0,139000
"333",333,20,"RL",10655,1,"Inside","Uccle","1Fam",8,2003,3,3,1,1629,4,7,7,1,3,0,284000
"334",334,120,"RM",8198,1,"FR3","Uccle","TwnhsE",7,2004,3,3,1,1358,4,6,7,1,3,0,207000
"335",335,60,"RL",9042,1,"Inside","Namur","1Fam",6,1998,3,3,1,1638,3,7,7,2,3,0,192000
"337",337,20,"RL",14157,1,"Corner","Tournai","1Fam",9,2005,3,3,1,1922,4,8,7,1,3,0,377426
"338",338,20,"RL",9135,1,"Inside","Schaerbeek","1Fam",7,2002,3,3,1,1536,4,7,7,0,3,0,214000
"339",339,20,"RL",14145,1,"Corner","LaLouviere","1Fam",7,1984,3,3,1,1621,4,8,7,0,3,0,202500
"340",340,20,"RL",12400,1,"Inside","Ixelles","1Fam",6,1958,3,2,1,1215,3,6,7,0,3,0,155000
"341",341,60,"RL",14191,1,"Inside","Seraing","1Fam",8,2002,3,3,1,1908,4,9,7,0,3,0,202900
"342",342,20,"RH",8400,1,"Inside","Kortrijk","1Fam",4,1950,2,2,1,841,3,4,7,0,3,0,82000
"343",343,90,"RL",8544,1,"Inside","Ixelles","Duplex",3,1949,3,0,0,1040,3,6,7,0,3,0,87500
"344",344,120,"RL",8849,1,"Inside","Uccle","TwnhsE",9,2005,3,3,1,1684,5,6,7,1,3,0,266000
"345",345,160,"RM",2592,1,"Inside","SintJansMolenbeek","TwnhsE",5,1976,3,3,1,1112,3,4,7,0,3,0,85000
"346",346,50,"RL",6435,1,"Inside","Liège","1Fam",6,1939,3,3,1,1577,2,6,7,1,3,0,140200
"348",348,20,"RL",17600,1,"Inside","Ixelles","1Fam",6,1960,3,3,1,1478,3,6,7,2,3,0,157500
"349",349,160,"RL",2448,1,"Inside","Uccle","Twnhs",7,2003,3,3,1,1626,4,6,7,0,3,0,154000
"351",351,120,"RL",7820,1,"Inside","Uccle","TwnhsE",9,2007,3,3,1,1869,5,6,7,1,3,0,318061
"353",353,50,"RL",9084,1,"Inside","Bruges","1Fam",5,1941,3,2,0,1111,3,5,7,0,3,0,95000
"355",355,50,"RL",8400,1,"Inside","Genk","1Fam",6,1940,3,3,1,1595,3,6,7,2,3,0,140000
"356",356,20,"RL",11249,1,"Inside","Schaerbeek","1Fam",6,1995,4,4,1,1200,4,6,7,0,3,0,177500
"357",357,20,"RL",9248,1,"Inside","Namur","1Fam",6,1992,3,3,1,1167,4,6,7,0,3,0,173000
"358",358,120,"RM",4224,1,"Inside","SintJansMolenbeek","TwnhsE",5,1976,3,3,1,1142,3,6,7,1,3,0,134000
"359",359,80,"RL",6930,1,"Inside","Brussels","1Fam",5,1958,3,3,1,1352,4,6,5,0,3,0,130000
"360",360,60,"RL",12011,1,"CulDSac","Aalst","1Fam",8,1998,3,3,1,1924,4,7,7,1,3,0,280000
"361",361,85,"RL",7540,1,"CulDSac","Mons","1Fam",6,1978,3,3,1,912,3,5,7,1,3,0,156000
"362",362,50,"RL",9144,1,"Inside","Liège","1Fam",5,1940,3,3,1,1505,3,8,7,0,3,0,145000
"363",363,85,"RL",7301,1,"Corner","Bruges","1Fam",7,2003,3,0,1,1922,4,7,7,1,3,0,198500
"364",364,160,"RM",1680,1,"Inside","Charleroi","Twnhs",6,1972,3,3,1,987,4,5,7,0,3,0,118000
"366",366,70,"RM",10690,1,"Inside","Leuven","1Fam",5,1920,4,2,1,1344,3,6,7,0,3,0,147000
"367",367,20,"RL",9500,1,"Inside","Ixelles","1Fam",6,1963,3,3,1,1394,3,6,7,2,3,0,159000
"368",368,80,"RL",9150,1,"Corner","Ixelles","1Fam",6,1962,3,3,1,1431,3,6,7,1,3,0,165000
"370",370,20,"RL",9830,1,"Corner","Ixelles","1Fam",5,1959,4,3,1,1287,4,7,7,1,3,0,162000
"371",371,60,"RL",8121,1,"Inside","Namur","1Fam",6,2000,3,3,1,1664,3,7,7,1,3,0,172400
"372",372,50,"RL",17120,1,"Inside","Brussels","1Fam",4,1959,3,0,1,1588,3,7,5,1,3,0,134432
"374",374,20,"RL",10634,1,"Inside","Ixelles","1Fam",5,1953,3,3,1,1319,3,5,5,0,3,0,123000
"375",375,60,"RL",8200,1,"Inside","Schaerbeek","1Fam",7,2003,3,3,1,1928,4,8,7,1,3,0,219500
"377",377,85,"RL",8846,1,"CulDSac","Schaerbeek","1Fam",5,1996,3,3,1,914,3,5,7,0,3,0,148000
"378",378,60,"FV",11143,1,"Corner","Ostend","1Fam",8,2004,3,3,1,2466,4,8,7,1,3,0,340000
"379",379,20,"RL",11394,1,"Corner","Tournai","1Fam",9,2010,3,3,1,1856,5,8,7,1,3,0,394432
"380",380,60,"RL",8123,1,"Inside","Namur","1Fam",6,2000,3,3,1,1800,3,7,7,1,3,0,179000
"381",381,50,"RL",5000,1,"Inside","Genk","1Fam",5,1924,3,3,1,1691,4,6,7,1,3,0,127000
"382",382,20,"FV",7200,1,"Inside","Ostend","1Fam",7,2006,3,4,1,1301,4,5,7,1,3,0,187750
"383",383,60,"RL",9245,1,"Inside","Schaerbeek","1Fam",7,2006,3,3,1,1797,4,8,7,0,3,0,213500
"384",384,45,"RH",9000,1,"Corner","Kortrijk","1Fam",6,1928,3,2,0,784,3,5,7,0,2,0,76000
"385",385,60,"RL",53107,1,"Corner","Brussels","1Fam",6,1992,3,3,1,1953,4,9,7,2,3,0,240000
"386",386,120,"RL",3182,1,"Inside","Antwerp","TwnhsE",8,2004,3,3,1,1269,4,6,7,1,3,0,192000
"387",387,50,"RL",8410,1,"FR2","Bruges","1Fam",5,1910,2,3,1,1184,3,8,7,0,0,0,81000
"388",388,80,"RL",7200,1,"Inside","Bruges","1Fam",6,1976,3,3,1,1125,3,6,7,1,3,0,125000
"390",390,60,"RL",12474,1,"Inside","Uccle","1Fam",10,2007,3,3,1,2332,5,9,7,1,3,0,426000
"391",391,50,"RL",8405,1,"Inside","Bruges","1Fam",5,1900,3,4,1,1367,3,7,7,0,3,0,119000
"392",392,60,"RL",12209,1,"CulDSac","Mons","1Fam",6,2001,3,3,1,1961,4,7,7,1,3,0,215000
"393",393,20,"RL",8339,1,"Inside","Ixelles","1Fam",5,1959,3,0,1,882,3,5,7,0,3,0,106500
"394",394,30,"RL",7446,1,"Corner","Liège","1Fam",4,1941,3,3,1,788,3,4,7,2,0,0,100000
"395",395,50,"RL",10134,1,"Inside","Hasselt","1Fam",5,1940,3,3,1,1034,3,5,7,0,3,0,109000
"397",397,20,"RL",7200,1,"Inside","Schaerbeek","1Fam",5,1972,3,3,1,894,3,6,7,0,3,0,123000
"398",398,60,"RL",7590,1,"Inside","Ixelles","1Fam",5,1962,3,3,1,1812,3,8,7,1,3,0,169500
"399",399,30,"RM",8967,1,"Corner","Leuven","1Fam",5,1920,2,1,1,1077,3,6,2,0,1,0,67000
"400",400,60,"FV",8125,1,"Inside","Ostend","1Fam",7,2006,3,3,1,1550,4,7,7,0,3,0,241000
"401",401,120,"RL",14963,1,"Inside","Roeselare","TwnhsE",8,1996,3,3,1,1288,5,4,7,2,3,0,245500
"402",402,20,"RL",8767,1,"Inside","Schaerbeek","1Fam",7,2005,3,3,1,1310,4,6,7,1,3,0,164990
"403",403,30,"RL",10200,1,"Inside","SintNiklaas","1Fam",5,1940,3,3,1,672,3,4,7,0,3,0,108000
"404",404,60,"RL",12090,1,"Corner","Aalst","1Fam",8,1998,3,3,1,2263,4,10,7,1,3,0,258000
"405",405,60,"RL",10364,1,"Inside","Namur","1Fam",6,1995,3,3,1,1572,3,7,7,1,3,0,168000
"406",406,20,"RL",9991,1,"Corner","SintNiklaas","1Fam",4,1976,3,3,1,1620,3,8,6,1,3,0,150000
"407",407,50,"RL",10480,1,"Inside","Genk","1Fam",6,1936,3,3,1,1639,3,6,2,0,3,0,115000
"408",408,70,"RL",15576,1,"Inside","Anderlecht","1Fam",6,1915,3,3,1,1680,3,8,7,0,3,0,177000
"409",409,60,"RL",14154,1,"Corner","Uccle","1Fam",7,2006,3,4,1,2172,4,9,7,1,3,0,280000
"410",410,60,"FV",10800,1,"Inside","Ostend","1Fam",8,2007,3,3,1,2078,5,8,7,1,3,0,339750
"411",411,20,"RL",9571,1,"Inside","Bruges","1Fam",5,1958,2,2,1,1276,3,5,4,0,3,0,60000
"412",412,190,"RL",34650,1,"Inside","Namur","2fmCon",5,1955,3,3,0,1056,3,5,7,0,3,0,145000
"413",413,20,"FV",4403,1,"Inside","Ostend","1Fam",7,2009,3,3,1,1478,4,7,7,1,3,0,222000
"414",414,30,"RM",8960,1,"Inside","Hasselt","1Fam",5,1927,3,3,1,1028,3,5,7,1,3,0,115000
"416",416,20,"RL",8899,1,"Inside","Namur","1Fam",7,2007,3,3,1,1340,4,6,7,0,3,0,181134
"417",417,60,"RL",7844,1,"Inside","SintNiklaas","1Fam",6,1978,3,3,1,1400,3,6,7,1,3,0,149500
"418",418,70,"RL",22420,1,"Inside","Anderlecht","1Fam",6,1918,3,3,0,2624,3,10,7,1,3,0,239000
"419",419,50,"RL",8160,1,"Inside","Bruges","1Fam",5,1940,3,3,0,1134,3,7,7,0,3,0,126000
"421",421,90,"RM",7060,1,"Inside","Mons","Duplex",7,1997,4,4,1,1344,3,8,7,0,3,0,206300
"422",422,20,"RL",16635,1,"FR2","LaLouviere","1Fam",6,1977,3,3,1,1602,4,8,7,1,3,0,215000
"423",423,20,"RL",21750,1,"Inside","Mons","1Fam",5,1954,3,3,1,988,3,4,7,0,3,0,113000
"424",424,60,"RL",9200,1,"Inside","Aalst","1Fam",8,1998,3,3,1,2630,4,8,7,1,3,0,315000
"425",425,20,"RL",9000,1,"Inside","Ixelles","1Fam",6,1956,3,3,1,1196,3,6,7,1,3,0,139000
"426",426,60,"RM",3378,1,"Inside","Hasselt","1Fam",7,1946,4,3,1,1389,3,6,7,2,3,0,135000
"427",427,80,"RL",12800,1,"Inside","Kortrijk","1Fam",7,1989,3,3,1,1644,4,5,7,1,3,0,275000
"428",428,20,"RL",8593,1,"Inside","Ixelles","1Fam",4,1957,3,3,1,907,3,5,7,0,3,0,109008
"429",429,20,"RL",6762,1,"Inside","Schaerbeek","1Fam",7,2007,3,3,1,1208,4,6,7,0,3,0,195400
"430",430,20,"RL",11457,1,"Corner","Seraing","1Fam",6,1988,3,3,1,1412,4,6,7,1,3,0,175000
"431",431,160,"RM",1680,1,"Inside","Charleroi","Twnhs",6,1971,3,3,1,987,3,4,7,0,3,0,85400
"432",432,50,"RM",5586,1,"Inside","Hasselt","1Fam",6,1920,3,3,1,1198,3,7,7,0,0,0,79900
"433",433,160,"RM",1920,1,"Inside","Charleroi","TwnhsE",5,1971,3,3,1,1365,3,6,6,0,3,0,122500
"434",434,60,"RL",10839,1,"Corner","Namur","1Fam",6,1997,3,3,1,1604,3,7,7,1,3,0,181000
"436",436,60,"RL",10667,1,"CulDSac","Schaerbeek","1Fam",7,1996,3,3,1,1661,4,6,7,1,3,0,212000
"437",437,50,"RM",4400,1,"Inside","Hasselt","1Fam",6,1920,3,3,1,1118,3,6,7,0,3,0,116000
"438",438,45,"RM",6000,1,"Inside","Liège","1Fam",6,1926,3,3,1,904,3,4,7,0,3,0,119000
"439",439,30,"RL",4280,1,"Inside","Anderlecht","1Fam",5,1913,3,3,0,694,4,4,7,1,4,0,90350
"440",440,50,"RL",12354,1,"Corner","Bruges","1Fam",6,1920,3,2,1,1196,4,7,7,0,3,0,110000
"441",441,20,"RL",15431,1,"Inside","Uccle","1Fam",10,2008,3,3,1,2402,5,10,7,2,3,0,555000
"442",442,90,"RL",12108,1,"Inside","Bruges","Duplex",4,1955,3,3,0,1440,2,8,7,0,0,0,118000
"443",443,50,"RM",6240,1,"Inside","Liège","1Fam",5,1930,3,3,1,1573,3,8,7,1,3,0,162900
"444",444,120,"RL",3922,1,"Inside","Antwerp","TwnhsE",7,2006,3,3,1,1258,4,6,7,1,3,0,172500
"446",446,20,"RL",9855,1,"Corner","Bruges","1Fam",6,1956,3,3,1,1689,3,7,7,1,3,0,127500
"447",447,20,"RL",16492,1,"Corner","Ixelles","1Fam",6,1966,3,3,1,1888,4,6,4,1,3,0,190000
"448",448,60,"RL",11214,1,"Corner","Namur","1Fam",7,1998,3,3,1,1886,4,10,7,1,3,0,199900
"449",449,50,"RM",8600,1,"Inside","Leuven","1Fam",6,1937,3,3,1,1376,3,7,7,1,3,0,119500
"450",450,50,"RM",6000,1,"Inside","Hasselt","1Fam",3,1948,4,3,1,1183,3,6,7,0,3,0,120000
"451",451,30,"RM",5684,1,"Inside","Hasselt","1Fam",6,1930,3,3,1,813,4,5,7,0,2,0,110000
"453",453,60,"RL",9303,1,"Corner","Seraing","1Fam",6,1996,3,3,1,1756,3,7,7,0,3,0,204000
"454",454,60,"FV",9000,1,"Inside","Ostend","1Fam",8,2008,3,3,1,1590,4,6,7,0,3,0,210000
"455",455,90,"RL",9297,1,"Inside","Mons","Duplex",5,1976,3,3,1,1728,3,8,7,0,3,0,188000
"456",456,20,"RL",9600,1,"Inside","LaLouviere","1Fam",7,1973,3,3,1,1242,3,6,7,1,3,0,175500
"457",457,70,"RM",4571,1,"Inside","Hasselt","1Fam",5,1916,3,3,0,1344,3,7,7,0,2,0,98000
"458",458,20,"RL",53227,1,"CulDSac","Brussels","1Fam",4,1954,3,3,1,1663,4,6,6,2,3,0,256000
"460",460,50,"RL",7015,1,"Corner","Liège","1Fam",5,1950,3,3,1,1203,4,5,7,1,3,0,110000
"461",461,60,"FV",8004,1,"Inside","Ostend","1Fam",8,2009,3,3,1,1935,3,8,7,0,3,0,263435
"462",462,70,"RL",7200,1,"Inside","Genk","1Fam",7,1936,4,4,1,1135,4,6,7,0,3,0,155000
"463",463,20,"RL",8281,1,"Inside","SintNiklaas","1Fam",5,1965,3,3,1,864,3,5,7,1,3,0,62383
"464",464,70,"RL",11988,1,"Inside","Anderlecht","1Fam",6,1934,3,3,1,1660,3,6,7,1,3,0,188700
"465",465,20,"RL",8430,1,"Inside","Schaerbeek","1Fam",5,1978,3,3,1,1040,3,5,7,0,0,0,124000
"466",466,120,"RM",3072,1,"Inside","Antwerp","TwnhsE",7,2004,3,3,1,1414,4,6,7,1,3,0,178740
"467",467,20,"RL",10628,1,"Inside","Ixelles","1Fam",7,1970,4,4,1,1277,3,5,7,1,3,0,167000
"469",469,20,"RL",11428,1,"Inside","Uccle","1Fam",8,2006,3,3,1,1634,4,7,7,1,3,0,250000
"470",470,60,"RL",9291,1,"Corner","Kortrijk","1Fam",6,1993,3,3,1,1710,4,7,7,0,3,0,187000
"471",471,120,"RL",6820,1,"Corner","Tournai","TwnhsE",8,1985,3,3,1,1502,4,4,7,0,3,0,212000
"472",472,60,"RL",11952,1,"Inside","LaLouviere","1Fam",7,1977,3,3,1,1969,3,8,7,1,3,0,190000
"474",474,20,"RL",14977,1,"Inside","Uccle","1Fam",8,2006,3,3,1,1976,4,7,7,1,3,0,440000
"476",476,20,"RL",8480,1,"Corner","SintNiklaas","1Fam",5,1963,3,3,1,970,3,5,7,0,3,0,132500
"477",477,20,"RL",13125,1,"Inside","Schaerbeek","1Fam",6,1997,3,3,1,1493,4,7,7,1,3,0,208900
"478",478,60,"RL",13693,1,"Inside","Uccle","1Fam",9,2006,3,3,1,2643,5,9,7,1,3,0,380000
"479",479,20,"RL",10637,1,"Inside","Schaerbeek","1Fam",8,2007,3,3,1,1718,4,7,7,1,3,0,297000
"480",480,30,"RM",5925,1,"Inside","Hasselt","1Fam",4,1937,3,3,1,1131,3,7,7,0,3,0,89471
"481",481,20,"RL",16033,1,"FR2","Uccle","1Fam",9,2004,3,3,1,1850,4,8,7,1,3,0,326000
"482",482,20,"RL",11846,1,"Inside","Uccle","1Fam",9,2003,3,3,1,1792,5,6,7,1,3,0,374000
"484",484,120,"RM",4500,1,"FR2","Mons","Twnhs",6,1998,3,3,1,1216,3,5,7,0,3,0,164000
"486",486,20,"RL",9600,1,"Inside","Ixelles","1Fam",5,1950,3,3,1,1113,4,5,7,1,3,0,147000
"487",487,20,"RL",10289,1,"Inside","Ixelles","1Fam",5,1965,3,3,1,1073,3,6,7,0,3,0,156000
"488",488,20,"RL",12243,1,"Inside","LaLouviere","1Fam",5,1971,3,3,1,1484,3,7,7,1,3,0,175000
"489",489,190,"RL",10800,1,"Corner","Hasselt","2fmCon",5,1900,2,2,0,2414,3,10,4,1,3,0,160000
"490",490,180,"RM",1526,1,"Inside","SintJansMolenbeek","Twnhs",4,1970,4,3,1,630,4,3,7,0,3,0,86000
"491",491,160,"RM",2665,1,"Inside","SintJansMolenbeek","TwnhsE",5,1976,3,3,1,1304,3,4,7,1,3,0,115000
"492",492,50,"RL",9490,1,"Inside","Ixelles","1Fam",6,1941,3,3,1,1578,2,5,7,2,3,0,133000
"493",493,60,"RL",15578,1,"Corner","Namur","1Fam",6,2006,3,3,1,1456,3,8,7,0,3,0,172785
"494",494,20,"RL",7931,1,"Inside","Ixelles","1Fam",5,1960,3,3,1,1269,3,6,7,1,3,0,155000
"495",495,30,"RM",5784,1,"Inside","Hasselt","1Fam",5,1938,3,3,1,886,3,4,7,0,3,0,91300
"496",496,30,"C (all)",7879,1,"Inside","Leuven","1Fam",4,1920,3,3,0,720,3,4,7,0,0,0,34900
"497",497,20,"RL",12692,1,"Inside","Aalst","1Fam",8,1992,3,3,1,3228,4,10,7,1,3,0,430000
"498",498,50,"RL",9120,1,"Inside","Liège","1Fam",7,1925,4,3,1,1820,3,8,7,0,3,0,184000
"501",501,160,"RM",1890,1,"Inside","Charleroi","Twnhs",6,1973,3,3,1,1218,3,7,7,0,3,0,113000
"502",502,60,"FV",9803,1,"Inside","Ostend","1Fam",7,2005,3,3,1,1768,4,7,7,0,3,0,226700
"503",503,20,"RL",9170,1,"Corner","Bruges","1Fam",5,1965,3,3,1,1214,3,6,7,0,2,0,140000
"504",504,20,"RL",15602,1,"Inside","Anderlecht","1Fam",7,1959,3,3,1,1801,3,6,7,2,3,0,289000
"505",505,160,"RL",2308,1,"Inside","Mechelen","TwnhsE",6,1974,3,3,1,1322,3,6,7,1,3,0,147000
"506",506,90,"RM",7596,1,"Inside","Hasselt","Duplex",5,1952,3,3,1,1960,3,10,7,0,3,0,124500
"508",508,20,"FV",7862,1,"Inside","Ostend","1Fam",6,2009,3,3,1,1218,4,4,7,0,3,0,208300
"509",509,70,"RM",9600,1,"Inside","Hasselt","1Fam",7,1928,5,3,1,1378,4,7,7,1,3,0,161000
"510",510,20,"RL",9600,1,"Corner","Ixelles","1Fam",5,1959,3,3,1,1041,3,6,7,0,3,0,124500
"511",511,20,"RL",14559,1,"Inside","Ixelles","1Fam",5,1951,3,3,1,1363,3,6,6,2,3,0,164900
"512",512,120,"RL",6792,1,"Inside","Uccle","TwnhsE",7,2005,3,3,1,1368,4,6,7,1,3,0,202665
"513",513,20,"RL",9100,1,"Corner","Ixelles","1Fam",5,1958,3,3,1,864,3,5,7,0,3,0,129900
"516",516,20,"RL",12220,1,"Inside","Uccle","1Fam",10,2009,3,3,1,2020,5,9,7,1,3,0,402861
